texto,siglaTipo
"Institui procedimento para recomposição de débitos de crédito rural, e dá outras providências.",PLS
"Inclui o § 2º no art. 163 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), e altera o art. 1º da Lei nº 8.072, de 25 de julho de 1990, para tipificar como crime de dano qualificado aquele praticado contra o patrimônio de escolas ou de qualquer outro estabelecimento de ensino, quando expor a perigo a vida ou a integridade física de outrem, ou ainda impedir o exercício de qualquer atividade educacional no local.",PLS
"Altera o Código Penal, para incluir como causa de aumento de pena a lesão corporal cometida contra professor, no exercício da função.",PLS
Autoriza a União a conceder crédito ao Banco Nacional de Desenvolvimento Econômico e Social - BNDES e a destinar superávit financeiro das fontes de recursos existentes no Tesouro Nacional à cobertura de despesas primárias obrigatórias.,MPV
"Abre crédito extraordinário, em favor da empresa estatal Telecomunicações Brasileiras S.A. - TELEBRÁS, no valor de R$ 404.755.786,00, para os fins que especifica.",MPV
"Altera a Lei nº 12.096, de 24 de novembro de 2009.",MPV
"Altera as Leis nº 8.213, de 24 de julho de 1991, nº 10.876, de 2 junho de 2004, nº 8.112, de 11 de dezembro de 1990, e a Lei nº 10.666, de 8 de maio de 2003.",MPV
"Altera a Lei nº 7.998, de 11 de janeiro de 1990, que regula o Programa do Seguro-Desemprego, o Abono Salarial e institui o Fundo de Amparo ao Trabalhador - FAT, altera a Lei nº 10.779, de 25 de novembro de 2003, que dispõe sobre o seguro desemprego para o pescador artesanal, e dá outras providências.",MPV
"Abre crédito extraordinário, em favor de diversos órgãos do Poder Executivo, de Encargos Financeiros da União, de Transferências a Estados, Distrito Federal e Municípios, de Operações Oficiais de Crédito e de empresas estatais vinculadas a diversos órgãos, no valor de R$ 20.139.294.891,00, para os fins que especifica.",MPV
"Acrescenta inciso ao §1º do art. 62 da Constituição Federal, vedando a edição de medida provisória para o caso que especifica.",PEC
Altera a redação do art. 46 da Constituição Federal para determinar a eleição em separado de um suplente para cada Senador eleito.,PEC
"Estende aos parlamentares e às comissões a legitimação para encaminhar requerimentos de informação, amplia prerrogativas das comissões parlamentares para o exercício de suas competências, e estende à comissão mista permanente de que trata o art. 166, § 1º, a competência para deliberar em caráter cautelar ou definitivo sobre a sustação de contratos de que trata o art. 71, § 1º.",PEC
"Acrescenta os incisos I e II ao § 5º, do art. 14 da Constituição, para regular a reeleição dos detentores de mandatos eletivos do Legislativo.",PEC
"Altera o art. 14 da Constituição Federal para estender as situações de inelegibilidade previstas no § 7º aos territórios contíguos ao território de jurisdição do titular, bem como exigir a manifestação de órgão colegiado para determinar o afastamento de mandatários em razão de abuso do poder econômico, corrupção ou fraude.",PEC
"Altera o art. 159 e o inciso II do § 4º do art. 177 da Constituição Federal para permitir a utilização de recursos arrecadados com a contribuição de intervenção no domínio econômico relativa às atividades de importação ou comercialização de petróleo e seus derivados, gás natural e seus derivados e álcool combustível para subsidiar as tarifas do transporte coletivo.",PEC
"Dá nova redação aos arts 21 e 177 da Constituição Federal, para permitir que a União delegue a execução das atividades de pesquisa, lavra e comércio de minérios e minerais nucleares.",PEC
"Altera o inciso III, do art. 20 da Constituição Federal, para atribuir à União a propriedade dos lagos, rios e correntes de água que deságuem em outros rios federais.",PEC
Altera a Constituição Federal para disciplinar a forma de escolha dos Ministros do Supremo Tribunal Federal e dos Tribunais Superiores.,PEC
Dá nova redação ao inciso I do § 1º do art. 40 da Constituição Federal e dá outras providências.,PEC
"Altera a Lei nº 7.565, de 19 de dezembro de 1986, que dispõe sobre o Código Brasileiro de Aeronáutica, para incluir definições de veículos aéreos não tripulados e proibir a sua operação de forma autônoma ou para o transporte de pessoas, animais ou artigos perigosos.",PLS
"Altera a Lei nº 9.294, de 15 de julho de 1996, para exigir a veiculação de peças publicitárias de conteúdo exclusivamente educativo na televisão e no rádio, para conscientizar e prevenir os riscos associados ao consumo de bebidas alcoólicas.",PLS
"Altera as Leis nº 8.248, de 23 de outubro de 1991; nº 8.666, de 21 de junho de 1993; nº 9.498, de 6 de agosto de 1997; nº 12.349, de 15 de dezembro de 2010; e nº 12.351, de 22 de dezembro de 2010 para extinguir a margem de preferência para produtos nacionais, a política de conteúdo local no setor de petróleo e gás, e a preferência a tecnologias e empresas nacionais nas aquisições públicas de bens e serviços nos setores de informática e automação.",PLS
"Altera a Lei nº 8.918, de 14 de julho de 1994, que dispõe sobre a padronização, a classificação, o registro, a inspeção, a produção e a fiscalização de bebidas, autoriza a criação da Comissão Intersetorial de Bebidas e dá outras providências, para determinar que conste o valor energético no rótulo de bebida alcoólica.",PLS
"Acrescenta parágrafo ao artigo 2º da Lei nº 9.447, de 14 de março de 1997, que “Dispõe sobre a responsabilidade solidária de controladores de instituições submetidas aos regimes de que tratam a Lei nº 6.024, de 13 de março de 1974, e o Decreto-lei nº 2.321, de 25 de fevereiro de 1987; sobre a indisponibilidade de seus bens; sobre a responsabilização das empresas de auditoria contábil ou dos auditores contábeis independentes; sobre privatização de instituições cujas ações sejam desapropriadas, na forma do Decreto-lei nº 2.321, de 1987, e dá outras providências”, para instituir a indisponibilidade de bens também para os devedores das instituições financeiras alcançadas por esta Lei.",PLS
"Dá nova redação ao Art. 99 da Lei nº 9.504, de 30 setembro de 1997, que estabelece normas para as eleições, para vedar compensação de qualquer natureza às emissoras de rádio e televisão pela cessão do horário de programação político partidária.",PLS
"Inclui o §2º ao art. 17 e dá nova redação ao caput do art. 44, da Lei nº 4.595 de 31 de dezembro de 1964.",PLS
"Altera a Lei nº 11.494, de 20 de junho de 2007, e a Lei nº 11.947, de 16 de junho de 2009, para permitir aos conselhos estaduais, municipais e distrital de educação o exercício das competências do Conselho de Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (CACS- Fundeb) e do Conselho de Alimentação Escolar (CAE).",PLS
"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre o registro e o licenciamento de veículos automotores destinados a arrastar maquinários agrícolas ou a executar trabalhos agrícolas.",PLS
Autoriza o Poder Executivo a criar a Região Integrada de Desenvolvimento e instituir o Programa Especial de Desenvolvimento no âmbito da mesorregião da Metade Sul do Estado do Rio Grande do Sul.,PLS
"Determina que, no atendimento à saúde de urgência e emergência, a triagem classificatória de risco seja realizada em tempo hábil, segundo os protocolos clínicos pré-estabelecidos, e conduzida por profissional de saúde com nível superior e treinamento baseado nesses protocolos.",PLS
"Altera o Código de Processo Penal para prever que o juiz, com o fim de assegurar a aplicação da lei penal, levará em consideração se o produto do crime foi integralmente recuperado para decidir se o condenado por crime de peculato, concussão ou corrupção, passiva ou ativa, poderá apelar em liberdade.",PLS
"Altera a Lei nº 10.826, de 22 de dezembro de 2003 – Estatuto do Desarmamento – para determinar a identificação do lote e do adquirente no culote dos projéteis comercializados no território nacional.",PLS
"Altera a Lei nº 6.088, de 16 de julho de 1974, para incluir o vale dos rios Paraíba, Mundaú e Jequiá na área de atuação da Companhia de Desenvolvimento do Vale do São Francisco (Codevasf).",PLS
"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para limitar a fiscalização eletrônica a velocidades superiores a 80 km/h.",PLS
"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a obrigatoriedade da realização de estudo técnico que comprove a necessidade de instalação de dispositivos eletrônicos de controle de velocidade.",PLS
"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para instituir vedação ao estabelecimento de critério de remuneração baseado na quantidade de multas de trânsito aplicadas ou na receita arrecadada com as referidas multas.",PLS
"Altera a Lei nº 11.664, de 29 de abril de 2008, para dispor sobre a realização de mamografia no âmbito do Sistema Único de Saúde (SUS).",PLS
"Dispõe sobre a anistia de agricultores de baixa renda que, para garantir sua segurança alimentar e nutricional, tenham cometido infrações administrativas e penais de menor potencial ofensivo previstas na Lei n° 9.605, de 1998, no período que especifica, e dá outras providências.",PLS
"Altera a Lei nº 8.069, de 13 de julho de 1990 – Estatuto da Criança e do Adolescente – para aumentar a pena do crime de corrupção de menores.",PLS
"Altera a Lei nº 12.462, de 4 de agosto de 2011, que Institui o Regime Diferenciado de Contratações Públicas – RDC, entre outras providências, para exigir, na contratação integrada de obras e serviços de engenharia, a explicitação de uma ""matriz de riscos"" no instrumento convocatório e na minuta contratual.",PLS
"Altera a Lei no 8.080, de 19 de setembro de 1990 (Lei Orgânica da Saúde), para dispor acerca da humanização das relações e dos processos de atenção e gestão em saúde, e estabelece o direito do usuário a acompanhante na assistência à saúde, hospitalar e ambulatorial, e a visita aberta na internação.",PLS
"Altera a Lei Complementar nº 108, de 29 de maio de 2001, que dispõe sobre a relação entre a União, os Estados, o Distrito Federal e os Municípios, suas autarquias, fundações, sociedades de economia mista e outras entidades públicas e suas respectivas entidades fechadas de previdência complementar, e dá outras providências.",PLS
"Altera a Lei Complementar nº 109, de 29 de maio de 2001, que dispõe sobre o Regime de Previdência Complementar e dá outras providências.",PLS
"Altera a Lei nº 13.018, de 22 de julho de 2014, que institui a Política Nacional de Cultura Viva, para incluir a previsão de apresentação mensal de ações culturais dos pontos e pontões de cultura nas escolas da rede pública.",PLS
"Altera as Leis n°s 8.171, de 17 de janeiro de 1991, e 12.787, de 11 de janeiro de 2013, para promover o uso sustentável dos equipamentos de irrigação na agricultura brasileira.",PLS
"Autoriza o Poder Executivo a conceder empréstimos subsidiados a empresas ou pessoas jurídicas que desejem adquirir bicicletas ou construir bicicletários para o uso dos funcionários, entre outras coisas.",PLS
