NÚMERO CONVÊNIO,NOME MUNICÍPIO,OBJETO DO CONVÊNIO,NOME ÓRGÃO SUPERIOR
826451,PACO DO LUMIAR,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826455,CAXAMBU DO SUL,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826457,BARRA DO GARCAS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826461,CORDEIRO,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826525,CACHOEIRO DE ITAPEMIRIM,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826526,NATAL,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826742,RIO DE JANEIRO,"AQUISICAO DE EQUIPAMENTOS E MATERIAL PERMANENTE PARA O DESENVOLVIMENTO, QUALIFICACAO, INOVACAO E PRODUCAO DE TECNOLOGIAS ESTRATEGICAS PARA O SUS",Ministério da Saúde
826744,PORTO ALEGRE,CONSTRUCAO DE UNIDADE DO COMPLEXO PRODUTIVO DA SAUDE,Ministério da Saúde
826747,SAO PAULO,CONSTRUCAO DE UNIDADE DO COMPLEXO PRODUTIVO DA SAUDE,Ministério da Saúde
827234,TERESINA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
827236,TERESINA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
828044,MISSAO VELHA,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
828045,MORRINHOS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
828046,JANDAIA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
828047,TRES MARIAS,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
828049,SAO JOAO DE MERITI,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
828051,PALMITINHO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
828053,ITATIM,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
830760,SAO LUIS,Implantacao de Sistemas de Abastecimento de Agua em Localidades Rurais do Estado do Maranhao,Ministério da Saúde
830923,RORAINOPOLIS,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NA VILA BOA ESPERANCA NO MUNICIPIO DE RORAINOPOLIS/RR,Ministério da Saúde
830924,OLHO-D'AGUA DO BORGES,RESTAURACAO (REFORMA) DE 40 (QUARENTA) UNIDADES HABITACIONAIS,Ministério da Saúde
830925,UNIAO,Implantacao de melhorias habitacionais para o Controle de Doencas de Chagas no municipio de UNIAO-PI.,Ministério da Saúde
830928,PALMAS,Implantacao do Sistema Coletivo de Abastecimento de Agua em Comunidades Rurais do Estado do Tocantins.,Ministério da Saúde
830931,CARACARAI,"Segunda etapa de complementacao da drenagem no bairro Santo Antonio, no municipio de Caracarai-RR",Ministério da Saúde
830932,CAROEBE,Ampliacao e Melhoria do Sistema Abastecimento de Agua da Agrovila Entre Rios,Ministério da Saúde
830933,SEBERI,Execucao de obra para sistema de residuos solidos.,Ministério da Saúde
830935,SIDEROPOLIS,Aquisicao de Caminhao Coletor Compactador de Lixo para o Municipio de Sideropolis/SC,Ministério da Saúde
830937,RESTINGA SECA,"Ampliacao de rede de distribuicao do sistema de abastecimento de agua na localidade de Colonia Borges, area rural do municipio de Restinga Seca/RS.",Ministério da Saúde
830939,PORTO VELHO,Melhoria de um sistema de abastecimento de agua.,Ministério da Saúde
830942,FEIJO,Implantacao de Melhorias Sanitarias Domiciliares.,Ministério da Saúde
830943,MANCIO LIMA,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
830944,MANCIO LIMA,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
830945,RODRIGUES ALVES,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
830946,RODRIGUES ALVES,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
830947,PORTO ACRE,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
830948,ASSIS BRASIL,Implantacao de Melhorias Sanitarias Domiciliares para Prevencao e Controle de Doencas e Agravos no municipio de Assis Brasil/AC,Ministério da Saúde
830949,ASSIS BRASIL,Implantacao de Melhorias Sanitarias Domiciliares para Prevencao e Controle de Doencas e Agravos no municipio de Assis Brasil/AC.,Ministério da Saúde
830950,SENADOR GUIOMARD,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
830952,JORDAO,Implantacao de Melhorias Sanitarias Domiciliares no bairro Lindolfo Mateus.,Ministério da Saúde
830953,EPITACIOLANDIA,Implantacao de Melhorias Sanitarias Domiciliares para Prevencao e Controle de Doencas e Agravos,Ministério da Saúde
830954,CAPIXABA,Implantacao de Melhorias Sanitarias Domiciliares para Prevencao e Controle de Doencas e Agravos,Ministério da Saúde
830956,MANOEL URBANO,Implantacao de Melhorias Sanitarias Domiciliares no bairro Sao Francisco.,Ministério da Saúde
830957,CACIMBINHAS,Ampliacao do Sistema de Abastecimento de Agua de Cacimbinhas/Al.,Ministério da Saúde
830958,MARAA,Implantacao de Melhorias Sanitarias Domiciliares em 64 Familias na sede do Municipio de Maraa,Ministério da Saúde
830959,NOVO ARIPUANA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES - MSD NO MUNICIPIO DE NOVO ARIPUANA-AM,Ministério da Saúde
830960,CAAPIRANGA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVES.,Ministério da Saúde
830961,ANAMA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVOS.,Ministério da Saúde
830962,BENJAMIN CONSTANT,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVOS,Ministério da Saúde
830964,TARTARUGALZINHO,Ampliacao do Sistema de Abastecimento de Agua.,Ministério da Saúde
830965,POCOES,Implantacao de Melhorias Sanitarias Domiciliares no bairro Alto do Paraiso sede do municipio de Pocoes - BA,Ministério da Saúde
830966,IACU,Implantacao de Melhorias Sanitarias domiciliares no municipio de Iacu - Ba.,Ministério da Saúde
830967,VARZEA DA ROCA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Varzea da Roca.,Ministério da Saúde
830968,SALVADOR,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
830969,TREMEDAL,Implantacao de Melhorias Sanitarias Domiciliares no povoado de Volta Grande Zona Rural de Tremedal - BA,Ministério da Saúde
830971,SANTA INES,Implantacao de Melhorias Sanitarias Domiciliares na sede do Municipio de Santa Ines.,Ministério da Saúde
830972,ITATIM,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NA ZONA RURAL DO MUNICIPIO DE ITATIM-BA,Ministério da Saúde
830973,LAJE,Implantacao de melhorias sanitarias domiciliares no municipio de Laje.,Ministério da Saúde
830974,PIRITIBA,"Implantacao de Melhorias Sanitarias Domiciliares para Prevencao e Controle de Doencas e Agravos, no municipio de Piritiba/BA.",Ministério da Saúde
830975,BOM JESUS DA SERRA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Bom Jesus da Serra-BA.,Ministério da Saúde
830978,OUROLANDIA,Implantacao de Melhorias Sanitarias Domiciliares para Prevencao e Controle de Doencas e Agravos.,Ministério da Saúde
830980,IRAQUARA,"MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE IRAQUARA, ESTADO DA BAHIA",Ministério da Saúde
830981,BOA NOVA,Implantacao de Melhorias Sanitarias Domiciliares na Zona Rural do Municipio de Boa Nova-ba.,Ministério da Saúde
830983,IPIAU,"Implantacao do Sistema de Abastecimento de Agua potavel na Fazenda do Povo, Zona Rural do municipio de Ipiau/BA.",Ministério da Saúde
830984,COTEGIPE,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES EM COMUNIDADES RURAIS.,Ministério da Saúde
830985,BOQUIRA,Implantacao de Projeto de Melhorias Sanitarias Domiciliares na Localidade do Saco no Municipio de Boquira-BA. Zona Rural do municipio de Boquira.,Ministério da Saúde
830986,SERROLANDIA,"Construcao de Sanitarios Domiciliares, na Comunidade de Varzea do  Urucu - Municipio de Serrolandia-Bahia.",Ministério da Saúde
830989,IRAUCUBA,"IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES  MSD, NO MUNICIPIO DE IRAUCUBA  CE",Ministério da Saúde
830990,ITAREMA,Ampliacao do Sistema de Abastecimento de Agua na comunidade do Morro do Comum no Municipio de Itarema-CE.,Ministério da Saúde
830991,VARJOTA,"IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NAS LOCALIDADES DE TRANSVAL E BEIRA DO RIO, NA ZONA RURAL DO MUNICIPIO DE VARJOTA-CE.",Ministério da Saúde
830992,ARACOIABA,IMPLANTACAO DO SISTEMA DE ABASTECIMENTO DE AGUA NO DISTRITO DE JAGUARAO NO MUNICIPIO DE ARACOIABA - CEARA.,Ministério da Saúde
830993,INDEPENDENCIA,Implantacao de melhorias habitacionais para controle de doenca das Chagas.,Ministério da Saúde
830994,SAO DOMINGOS,Ampliacao do sistema publico de abastecimento de agua no Municipio de Sao Domingos/GO.,Ministério da Saúde
830995,SAO MIGUEL DO ARAGUAIA,Implantacao do sistema de abastecimento de agua no Assentamento Vasco Araujo - Municipio de Sao Miguel do Araguaia - GO.,Ministério da Saúde
830996,BACURITUBA,"Implantacao de Sistemas de Abastecimento de Agua do povoado Mousinho, no Municipio de Bacurituba no Estado do Maranhao.",Ministério da Saúde
830997,BOM LUGAR,Implantacao de melhorias sanitarias domiciliares no Municipio de Bom Lugar/MA.,Ministério da Saúde
830998,CIDELANDIA,Construcao de Modulos Sanitarios Domiciliares.,Ministério da Saúde
830999,CENTRO DO GUILHERME,"Implantacao de melhorias sanitarias domiciliares para prevencao e controle de doencas e agravos na (Quadra 45 Funai, Cedral e Quadra 50), zona rural de centro do Guilherme/MA.",Ministério da Saúde
831000,PASSAGEM FRANCA,"Construcao de modulos sanitarios (melhorias sanitarias domiciliares) no Municipio de Passagem Franca  MA, nas Localidades Nazare,Boa Vista dos Costas e Buritizinho dos Pereiras.",Ministério da Saúde
831008,LAGO DO JUNCO,Implantacao de Melhorias Sanitarias Domiciliares - MSD no municipio de Lago do Junco.,Ministério da Saúde
831020,CENTRO DO GUILHERME,Implantacao de melhorias sanitarias domiciliares para prevencao e controle de doencas e agravos na Quadra 45 Assentamento zona rural de centro do Guilherme/MA.,Ministério da Saúde
831025,PINDARE-MIRIM,"IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES - MSD, NO MUNICIPIO DE PINDARE - MIRIM (MA).",Ministério da Saúde
831026,COLINAS,Implantacao de sistema simplificado de abastecimento de agua no Povoado Macambiral,Ministério da Saúde
831027,JENIPAPO DOS VIEIRAS,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE JENIPAPO DOS VIEIRAS/MA.,Ministério da Saúde
831028,MATOES DO NORTE,"Implantacao de sistema de abastecimento de agua na localidade Palmeiral II, zona rural do Municipio de Matoes do Norte -MA",Ministério da Saúde
831058,SAO JOAO DOS PATOS,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE SAO JOAO DOS PATOS - ESTADO DO MARANHAO,Ministério da Saúde
831064,NOVA IORQUE,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE NOVA IORQUE - ESTADO DO MARANHAO,Ministério da Saúde
831065,PASTOS BONS,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO POVOADO TERRA DURA MUNICIPIO DE PASTOS BONS,Ministério da Saúde
831067,MARAJA DO SENA,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NO MUNICIPIO DE MARAJA DO SENA - ESTADO DO MARANHAO,Ministério da Saúde
831069,BURITIRANA,Implantacao de Sistema de Abastecimento de Agua,Ministério da Saúde
831089,PRATA,Aquisicao de 01 caminhao equipado com compactador delixo.,Ministério da Saúde
831091,CONCEICAO DAS ALAGOAS,Implantacao de sistema de abastecimento de agua - Poco artesiano.,Ministério da Saúde
831092,CONCEICAO DAS PEDRAS,AMPLIACAO DO SISTEMA DE ABASTECIMENTO DE AGUA COM A CONSTRUCAO DE UM POCO ARTESIANO E LIGACOES DOMICILIARES NO BAIRRO SAO JOSE DO PINHAL - ZONA RURAL.,Ministério da Saúde
831093,OLARIA,Implantacao de Sistema de Abastecimento de Agua.,Ministério da Saúde
831094,AREADO,Caminhao Compactador para recolhimento de LIXO.,Ministério da Saúde
831095,MANHUMIRIM,Aquisicao de veiculo compostagem para a melhoria da coleta de residuos solidos no Municipio de Manhumirim/MG,Ministério da Saúde
831096,BELO HORIZONTE,Implantacao de Sistemas Publicos de Abastecimento de Agua em municipios do Estado de Minas Gerais,Ministério da Saúde
831097,RIO VERDE DE MATO GROSSO,Implantacao de sistema de abastecimento de agua nas comunidades rurais Matadeira e Serra da Alegria.,Ministério da Saúde
831099,ANTONIO JOAO,IMPLANTACAO DO SISTEMA DE ABASTECIMENTO DE AGUA NO ASSENTAMENTO VERA NILDA - MUNICIPIO DE ANTONIO JOAO - MS,Ministério da Saúde
831100,BONITO,IMPLANTACAO DO SISTEMA DE ABASTECIMENTO DE AGUA NOS ASSENTAMENTOS PE DE CEDRO E GIRASSOL NO MUNICIPIO DE BONITO/MS.,Ministério da Saúde
831102,NIOAQUE,IMPLANTACAO DO SISTEMA DE ABASTECIMENTO DE AGUA DO ASSENTAMENTO ANDALUCIA NO MUNICIPIO DE NIOAQUE/MS,Ministério da Saúde
831103,CORUMBA,Implantacao de um sistema de abastecimento de agua.,Ministério da Saúde
831107,PALESTINA DO PARA,Implantacao de Micro Sistema de Abastecimento de Agua,Ministério da Saúde
831108,SAO FELIX DO XINGU,IMPLANTACAO DE MICRO SISTEMA DE ABASTECIMENTO DE AGUA NAS LOCALIDADE PLANO DOURADO E CASCALHEIRA.,Ministério da Saúde
831110,FLORESTA DO ARAGUAIA,"Implantacao de Micro Sistema de Abastecimento de Agua na Vila Tabuleiro, Zona Rural do Municipio de Floresta do Araguaia-PA.",Ministério da Saúde
831113,SANTAREM,"Implantacao de sistema de abastecimento de agua potavel na comunidade de PATOS DO ITUQUI, melhorar as condicoes de saneamento basico e reduzir os indices de mortalidade locais por doencas de veiculacao hidrica.",Ministério da Saúde
831114,PACAJA,Implantacao de um Sistema de Abastecimento de Agua para comunidade rural do municipio de Pacaja-PA.,Ministério da Saúde
831115,PLACAS,Implantacao de Micro Sistema de Abastecimento de Agua na COMUNIDADE SAO FRANCISCO.,Ministério da Saúde
831118,LIVRAMENTO,Construcao de Cisternas,Ministério da Saúde
831124,RIACHO DE SANTO ANTONIO,Ampliacao do Sistema de Esgotamento Sanitario no Centro do Municipio de Riacho de Santo Antonio - PB,Ministério da Saúde
831125,AMPARO,"Implantacao de Melhorias Sanitarias Domiciliares atraves da construcao de banheiros nas comunidades: Sitio Pedra da Bicha, Sitio Poco do Boi, Sitio Riacho do Cariri, Sitio Jatoba, Rua Projetada, Sitio Salgadinho, Fazenda Cacimba de Baixo e Sitio Serrote Agudo.",Ministério da Saúde
831126,SAO JOSE DOS CORDEIROS,Construcao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
831127,SOLEDADE,"Implantacao de Melhorias Sanitarias Domiciliares atraves da construcao de 4 pocos rasos e 4 reservatorios elevados nas comunidades Sitio Arruda e Sitio Livramento, no municipio de Soledade - PB.",Ministério da Saúde
831130,DORMENTES,Implantacao de melhorias Sanitarias Domiciliares visando a prevencao e controle de doencas e agravos.,Ministério da Saúde
831131,CHA GRANDE,Implantacao de Melhorias Sanitarias Domiciliares no Sitio Macacos,Ministério da Saúde
831132,AFRANIO,Implantacao de Melhorias Sanitarias Domiciliares no povoado do Araca.,Ministério da Saúde
831134,AFRANIO,Implantacao do sistema publico de manejo dos residuos solidos.,Ministério da Saúde
831136,NOVO SANTO ANTONIO,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Novo Santo Antonio (PI).,Ministério da Saúde
831137,TERESINA,Implantacao de sistemas de abastecimento de agua no estado do Piaui.,Ministério da Saúde
831138,PEDRO II,IMPLANTACAO DE SISTEMA DE RESIDUOS SOLIDOS NO MUNICIPIO DE PEDRO II - PI.,Ministério da Saúde
831139,FLORESTA DO PIAUI,Implantacao de melhorias habitacionais para o Controle de Doencas de Chagas no municipio de FLORESTA DO PIAUI-PI.,Ministério da Saúde
831192,ALTA FLORESTA D'OESTE,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA.,Ministério da Saúde
831193,SANTA ISABEL DO IVAI,Implantacao de Sistema de Abastecimento de Agua.,Ministério da Saúde
831195,SANTA CRUZ DO SUL,"Implantacao de Sistema de Abastecimento de Agua, em Santa Cruz do Sul/RS",Ministério da Saúde
831197,ESPIGAO ALTO DO IGUACU,Implantacao de Sistema de abastecimento de agua,Ministério da Saúde
831200,WITMARSUM,Melhorias Sanitarias Domiciliares,Ministério da Saúde
831202,JARDIM DE ANGICOS,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Jardim de Angicos/RN.,Ministério da Saúde
831203,CANTA,Construcao da micro drenagem da sede e macro drenagem do corpo receptor na sede do municipio de Canta,Ministério da Saúde
831204,AMAJARI,"Drenagem e Manejo de Aguas pluviais Urbanas na sede de Amajari, para prevencao e controle de doencas e agravos.",Ministério da Saúde
831206,PILOES,Implantacao de  Melhorias Sanitarias Domiciliares no Municipio de Piloes/RN.,Ministério da Saúde
831207,CAROEBE,IMPLANTACAO INFRAESTRURA URBANA COM DRENAGENS E MANEJO DAS AGUA PLUVIAS URBANA PARA PREVENCAO E CONTROLE DE DOENCAS E AGRAVO NO BAIRRO BELA VISTA NA MUNICIPIO DE CAROEBE- RORAIMA,Ministério da Saúde
831208,CAROEBE,implantacao de infraestrutura urbana com drenagens e manejo das aguas pluvias urbana para prevencao e controle de doencas e agravos no bairro  Canaa na sede do municipio de Caroebe.,Ministério da Saúde
831210,ROMELANDIA,Implantacao de Sistema de Abastecimento de Agua no municipio de Romelandia  SC,Ministério da Saúde
831211,CAROEBE,implantacao de infraestrutura urbana com drenagens e manejo das aguas pluvias urbana para prevencao e controle de doencas e agravos no distrito de entre rios no municipio de Caroebe-,Ministério da Saúde
831212,MARECHAL CANDIDO RONDON,Implantacao de Sistema de Abastecimento de Agua,Ministério da Saúde
831213,SERRO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
831218,MARAVILHA,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
831232,MACEIO,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
831901,ITABAIANA,Apoio e capacitacao para os profissionais da coleta seletiva dos residuos sociais,Ministério da Saúde
831902,RECIFE,Fortalecimento e Capacitacao das Acoes de Educacao Sanitaria e Ambiental,Ministério da Saúde
832017,CARACARAI,"Servicos de drenagem urbana para manejo das aguas pluviais, na sede do Municipio de Caracarai-RR",Ministério da Saúde
832160,MACEIO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832166,MACEIO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832217,ITABUNA,AQUISICAO DE PRODUTOS MEDICOS DE USO UNICO,Ministério da Saúde
832224,SALVADOR,AQUISICAO DE PRODUTOS MEDICOS DE USO UNICO,Ministério da Saúde
832383,CRUZEIRO DO SUL,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832386,CRUZEIRO DO SUL,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832390,CRUZEIRO DO SUL,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832397,IRAI,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832646,VALENCA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832658,RECIFE,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832708,SAO PAULO,AQUISICAO DE PRODUTOS MEDICOS DE USO UNICO,Ministério da Saúde
832735,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832764,LONDRINA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832765,LONDRINA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832914,JACI,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832922,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
832985,VILA VELHA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833021,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833102,CACHOEIRO DE ITAPEMIRIM,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833124,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833127,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833132,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833136,GOIANIA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833144,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833151,GOIANIA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833153,GOIANIA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833157,GOIANIA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833163,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833166,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833168,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833176,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833820,SILVANIA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833827,GOIANIA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833830,GOIANIA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833849,TRINDADE,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833857,PONTA GROSSA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
833932,BELO HORIZONTE,AQUISICAO DE PRODUTOS MEDICOS DE USO UNICO,Ministério da Saúde
